id	header	gene	species	cluster_best	cluster_at_ngenes
HLbosTau10.ENSBTAT00000005384_PAG10_430873_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005384#PAG10#430873#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG10	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	9	4
HLbosTau10.ENSBTAT00000025597_PAG8_36804_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000025597#PAG8#36804#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG8	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	7	4
HLbosTau10.ENSBTAT00000007506_MGC157408_90_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000007506#MGC157408#90#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	MGC157408	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_106_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#106#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.NM_176628_PAG19_49_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.NM_176628#PAG19#49#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG19	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_538_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#538#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000038506	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_26_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#26#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000035736	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_24226_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#24226#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.NM_176630_PAG21_3824_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.NM_176630#PAG21#3824#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG21	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_429_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005399#PAG11#429#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG11	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_360328_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005384#PAG10#360328#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG10	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_558789_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#558789#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_63_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#63#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000038506	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_1317658_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005384#PAG10#1317658#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG10	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_85388_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005399#PAG11#85388#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG11	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000017669_ENSBTAG00000035736_1440_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000017669#ENSBTAG00000035736#1440#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000035736	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_49_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#49#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_88_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005399#PAG11#88#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG11	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_276_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#276#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_525477_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#525477#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_54946_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005399#PAG11#54946#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG11	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000009701_ENSBTAG00000038506_1450_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000009701#ENSBTAG00000038506#1450#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000038506	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.NM_176625_PAG16_684_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.NM_176625#PAG16#684#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG16	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_491_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#491#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_1953_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#1953#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_83427_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000025567#PAG12#83427#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG12	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_2190_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#2190#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000051196	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.NM_176619_PAG8_3525_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.NM_176619#PAG8#3525#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG8	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000050648_PAG9_312_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000050648#PAG9#312#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG9	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030244_ENSBTAG00000050440_67_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030244#ENSBTAG00000050440#67#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000050440	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000025597_PAG8_1827_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000025597#PAG8#1827#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG8	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_343614_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#343614#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_279574_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000025567#PAG12#279574#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG12	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_64_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#64#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000007506_MGC157408_575_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000007506#MGC157408#575#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	MGC157408	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.XM_002707800_ENSBTAG00000051501_9991_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.XM_002707800#ENSBTAG00000051501#9991#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000051501	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_2942_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000005384#PAG10#2942#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG10	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000025597_PAG8_9780_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000025597#PAG8#9780#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG8	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_26_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#26#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_237921_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#237921#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLeleMaxInd3A.XM_049891846.1_LOC126080666_2653_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLeleMaxInd3A.XM_049891846.1#LOC126080666#2653#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	LOC126080666	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_6752_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#6752#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000024611	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_10388_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#10388#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_100499_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#100499#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_30972_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#30972#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	ENSBTAG00000040257	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_2313_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#2313#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	10	4
HLbosTau10.ENSBTAT00000013786_PAG7_38055_Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	HLbosTau10.ENSBTAT00000013786#PAG7#38055#Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	PAG7	Capricornis_sumatraensis__Sumatran_serow__HLcapSum1__GCF_032405125.1	10	4
mm10.ENSMUST00000025647_Pga5_67_Castor_canadensis__American_beaver__HLcasCan3	mm10.ENSMUST00000025647#Pga5#67#Castor_canadensis__American_beaver__HLcasCan3	Pga5	Castor_canadensis__American_beaver__HLcasCan3	34	23
mm10.ENSMUST00000025647_Pga5_63_Castor_canadensis__American_beaver__HLcasCana4A__GCA_047511655.2	mm10.ENSMUST00000025647#Pga5#63#Castor_canadensis__American_beaver__HLcasCana4A__GCA_047511655.2	Pga5	Castor_canadensis__American_beaver__HLcasCana4A__GCA_047511655.2	34	23
mm10.ENSMUST00000025647_Pga5_63_Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	mm10.ENSMUST00000025647#Pga5#63#Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	Pga5	Castor_canadensis__American_beaver__HLcasCana5__GCA_001984765.2	34	23
mm10.ENSMUST00000025647_Pga5_62_Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	mm10.ENSMUST00000025647#Pga5#62#Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	Pga5	Castor_fiber__Eurasian_beaver__HLcasFibe1__GCA_977036005.1	34	23
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_3488_Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#3488#Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	ENSBTAG00000051196	Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	32	22
hg38.ENST00000325558.11_PGA3_7369_Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	hg38.ENST00000325558.11#PGA3#7369#Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	PGA3	Cebus_albifrons__white-fronted_capuchin__HLcebAlb2__GCA_023783575.1	58	38
hg38.ENST00000312403.10_PGA5_21662_Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	hg38.ENST00000312403.10#PGA5#21662#Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	PGA5	Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	30	21
HLbosTau10.ENSBTAT00000063428_ENSBTAG00000051196_12321_Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	HLbosTau10.ENSBTAT00000063428#ENSBTAG00000051196#12321#Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	ENSBTAG00000051196	Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1	31	21
hg38.ENST00000312403.10_PGA5_5843_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	hg38.ENST00000312403.10#PGA5#5843#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PGA5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	56	38
HLbosTau10.ENSBTAT00000030243_PAG3_95190_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000030243#PAG3#95190#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG3	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	5	4
HLbosTau10.ENSBTAT00000030188_ENSBTAG00000024611_821_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000030188#ENSBTAG00000024611#821#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000024611	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	5	4
HLbosTau10.ENSBTAT00000018996_ENSBTAG00000040257_52508_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000018996#ENSBTAG00000040257#52508#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000040257	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	4	4
HLbosTau10.ENSBTAT00000038878_PAG6_2389_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000038878#PAG6#2389#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG6	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000005384_PAG10_154138_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000005384#PAG10#154138#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG10	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	9	4
mm10.ENSMUST00000025647_Pga5_78498_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#78498#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.XM_002699310_LOC524173_297956_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.XM_002699310#LOC524173#297956#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	LOC524173	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	7	4
HLbosTau10.ENSBTAT00000005384_PAG10_14410_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000005384#PAG10#14410#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG10	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000005399_PAG11_41862_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000005399#PAG11#41862#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG11	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000030243_PAG3_3125_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000030243#PAG3#3125#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG3	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_107419_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#107419#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_18535_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#18535#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_155041_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#155041#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000064112_ENSBTAG00000054180_798347_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000064112#ENSBTAG00000054180#798347#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000054180	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
mm10.ENSMUST00000025647_Pga5_19405_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	mm10.ENSMUST00000025647#Pga5#19405#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	Pga5	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000013786_PAG7_260_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000013786#PAG7#260#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG7	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000017585_ENSBTAG00000013214_1862_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000017585#ENSBTAG00000013214#1862#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	ENSBTAG00000013214	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
HLbosTau10.ENSBTAT00000025567_PAG12_352990_Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	HLbosTau10.ENSBTAT00000025567#PAG12#352990#Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	PAG12	Cephalophula_zebra__Zebra_duiker__HLcepZebr1A__GCA_054099735.1	2	2
